,uniq_id,product_name_FK,retail_price_FK,discounted_price_at_FK,product_name_AMZ,retail_price_AMZ,discounted_price_at_AMZ
5964,1469452a281a76e5a3bb78bd387ce9dd,Etti ESJ17 Plastic Necklace,750,199,Etti ESJ17 Plastic Necklace,747,239
5965,27403ffe824af3ac695489d43837c226,Fashion Jewellery Alloy Necklace,699,239,Fashion Jewellery Alloy Necklace,687,280
5966,c6ec0c9bcf05f51e4f9480b9e8c0c7bd,Karta G Bear With Game Art Plastic Pencil Box,299,90,Karta G Bear With Game Art Plastic Pencil Box,294,107
5967,9f38af12d97e54e4b636aa162d7e8be7,Fashion Jewellery Alloy Necklace,699,239,Fashion Jewellery Alloy Necklace,686,299
5969,4b1e50a333d0387113d9a437e2e17ae4,Hi Look Alloy Necklace,795,397,Hi Look Alloy Necklace,784,454
5971,c827c0826f073e5ebb5c716912af267e,DressBerry Crystal Enamel Plated Metal Necklace,899,404,DressBerry Crystal Enamel Plated Metal Necklace,882,482
5972,5feb0b4b320347a8b949378b48200d08,Jewelizer Alloy Necklace,599,299,Jewelizer Alloy Necklace,596,334
5973,fee746d3cf3c8f28605e3e4f06cad745,Retina Steering Cover For Maruti Swift,599,299,Retina Steering Cover For Maruti Swift,589,377
5974,12c3d4a6f17889fbb631b6a952212e87,Jadoo Collections Black Designer Alloy Necklace,599,349,Jadoo Collections Black Designer Alloy Necklace,585,451
5976,bbf6adf98882c4d24de9385e386ad17b,Jewelizer Alloy Necklace,999,499,Jewelizer Alloy Necklace,992,552
5979,750fe6e6bf4bb6b9566da06ebc7c40da,Welwear Checkered Basic Cap,599,399,Welwear Checkered Basic Cap,595,448
5980,c1b3f15de8b4f6c3f42dffec233ebc9a,Pink Rose Princess Charm Hair Band,1054,479,Pink Rose Princess Charm Hair Band,1053,588
5981,00e966a5049a262cfc72e6bbf68b80e7,YGS Keyboard Case for Asus Memo Pad 7in Tab,1000,499,YGS Keyboard Case for Asus Memo Pad 7in Tab,985,588
5982,cb803fd3acfcd3e4ed4c73e56aaa77d2,YGS Keyboard Case for Vizio Vz-706,1000,499,YGS Keyboard Case for Vizio Vz-706,991,637
5984,c664cc106c1679c951255136b636eb0f,Pink Rose Princess Charm Hair Band,1054,479,Pink Rose Princess Charm Hair Band,1035,615
5985,317803cc707e02577d013661cf6df70e,CUBA USB OTG Adapter,1999,199,CUBA USB OTG Adapter,1995,246
5988,3a22c30f2e55e538a897cef3a5c48e9a,D'steek Abstract Cushions Cover,1699,699,D'steek Abstract Cushions Cover,1698,810
5998,98c45b62bcaa55a2937f323b7a9806aa,Fabpoppy Printed Women's Jumpsuit,999,599,Fabpoppy Printed Women's Jumpsuit,989,766
6003,c35fcd401f4cb1b19a8f01c60d0f6360,Intex 5 Feet Swimming Pool With Hand Pump,1980,775,Intex 5 Feet Swimming Pool With Hand Pump,1962,907
6005,70461caa9038cfa34d109ea056d57f5a,BASRA uepgrn Green Changing Table,2499,1099,BASRA uepgrn Green Changing Table,2482,1324
6011,bca48a09377ba975180fa48fb15b31ea,Mayor Men's Crew Length Socks,399,179,Mayor Men's Crew Length Socks,395,232
6012,9eb0a938a8e49e84a793ec9dc7efab91,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ140E 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ140E 75 Adapter",1491,626
6013,4747382c3de99f375a3b42247e77f94a,Uptownie Lite Solid Women's Jumpsuit,1899,719,Uptownie Lite Solid Women's Jumpsuit,1891,843
6014,d7b0cd951449cf07962601511489fa01,Limerence Solid Women's Jumpsuit,1499,699,Limerence Solid Women's Jumpsuit,1487,863
6015,4735953b9c8504eb327675a14c6c33dd,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR540E/L 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR540E/L 75 Adapter",1487,653
6017,1a0008bc70f531eb67e5e8e84c27ee41,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ18G 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ18G 75 Adapter",1497,694
6019,a87761499e84c460d1046740742ef834,Mayor Men's Mid-calf Length Socks,499,224,Mayor Men's Mid-calf Length Socks,497,290
6021,ddb9401309576aa486509647262c8a57,ZeroKaata Alloy Armlet,524,349,ZeroKaata Alloy Armlet,508,390
6022,270e284807cf2906e841ef2cd023e51a,Nova Professional NHC-5916 Trimmer For Men,1499,799,Nova Professional NHC-5916 Trimmer For Men,1489,1037
6023,bb4d1f932234e143f411f459989f443e,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ160E 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ160E 75 Adapter",1490,603
6024,e849a140846353ec3ddbbae296a9624a,Uptownie Lite Solid Women's Jumpsuit,1899,989,Uptownie Lite Solid Women's Jumpsuit,1898,1142
6026,3f761ef4feb4a86a5606f80fc87d3be2,Mayor Men's Ankle Length Socks,449,201,Mayor Men's Ankle Length Socks,434,229
6027,dc773fd45a12410123bb479f05eb07c8,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ190N5 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ190N5 75 Adapter",1484,602
6029,f0a891f608ba5a610708d5d24ee4983b,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR320E/R 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR320E/R 75 Adapter",1497,600
6030,2f8b1a99802da590610d2c5e9440ece7,Anmol Cotton Collapsible Wardrobe,1299,699,Anmol Cotton Collapsible Wardrobe,1287,856
6032,5fe3e130c5fe4851bfc26eccc8c226b3,"SAF Pichkari, Balloon Holi Combo",1899,899,"SAF Pichkari, Balloon Holi Combo",1898,994
6033,58b6db80293a025f4f5cbad3e8d3d78c,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR507E/J 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR507E/J 75 Adapter",1482,630
6036,7991203aef3e89719c48604467bd334d,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR420E/L 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR420E/L 75 Adapter",1493,658
6037,05731631b1b3d44f8cfbaaa84dcc0b93,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR410E/P 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR410E/P 75 Adapter",1498,628
6038,2b1fd12ba920e43377bb734cc8143d94,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR425E 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR425E 75 Adapter",1496,685
6039,b2eeba97306cce29a52cf71956938f2a,Limerence Solid Women's Jumpsuit,1499,669,Limerence Solid Women's Jumpsuit,1490,783
6040,f49d3ba832771360f195a3e9d08e49b4,Think3 RICOH SP 300 DN RESET CHIP Black Toner,699,200,Think3 RICOH SP 300 DN RESET CHIP Black Toner,679,227
6041,c3bea1167ff75ab63fd4625aea31721a,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR508E/R 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR508E/R 75 Adapter",1498,671
6042,bd1f3c92a72618331bd2a5fab4d80160,Fashion18 Solid Babydoll,1299,689,Fashion18 Solid Babydoll,1291,771
6043,a859f4fc2d8aa59b366362255c0667e5,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR540E/J 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR540E/J 75 Adapter",1491,600
6044,fad975040dcc6a598004041d1c995bf8,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR509 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR509 75 Adapter",1486,667
6045,d0b7209cf91c6b252adffddb92f7b457,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ90HS 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ90HS 75 Adapter",1484,639
6046,046a0635622f3f59801ee24e2b7e957f,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ70B 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ70B 75 Adapter",1495,681
6047,b2825a54d9e8d656e3d83b17c2b8cda2,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ150E 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ150E 75 Adapter",1490,692
6048,9fb8662af03c957ade34d4c816d4e903,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR309E 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR309E 75 Adapter",1485,621
6049,c0677da98583fadb1f23b731672da930,Awesome Self Design FAUX GEORGETTE Women's Kaftan,2199,749,Awesome Self Design FAUX GEORGETTE Women's Kaftan,2197,904
6050,7c0dabf3dc443db5c909109a77cd5a93,"Smartpro 10.5v,2.9a for Tablet Charger 75 Adapter",1499,539,"Smartpro 10.5v,2.9a for Tablet Charger 75 Adapter",1486,597
6052,281dfd9b94b34362c295b3e5f8da5dfa,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR490EBW 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR490EBW 75 Adapter",1495,690
6053,3a3dc02fce8531d77639c65e8607e101,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ150E/B 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ150E/B 75 Adapter",1485,640
6054,7f2f1f3039d1f5bc23226fc36577eab9,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR13G/L 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR13G/L 75 Adapter",1482,610
6055,2f184198335a666b1468a53d1b9a9334,Clovia Women's Camisole,799,399,Clovia Women's Camisole,783,489
6056,9217560ba22bd74e0457879b70ce0ed6,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ90NS 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-FZ90NS 75 Adapter",1498,674
6057,5e44fc929b42e5c80ea56ba1e9f4e5b5,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR13T/R 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR13T/R 75 Adapter",1481,635
6058,32f24a4303050f500dec7cb3608fe089,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR305E/L 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR305E/L 75 Adapter",1486,676
6059,ea199e645da893f2ab0c45cf07face13,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR190E/R 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR190E/R 75 Adapter",1487,700
6060,3c2c6469e905a63acff93fa92799b8be,Selfcare Women's Camisole,900,510,Selfcare Women's Camisole,895,650
6061,3ccceaae844f34180708cb6cba3441bf,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR390E/B 75 Adapter",1499,539,"Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR390E/B 75 Adapter",1483,671
6062,884fae28f6b43ad47ffb79d23a8d5b1c,Pantof Women Heels,1790,895,Pantof Women Heels,1781,1079
6063,9ba17dcebbe43e600f8d937029942c49,Reiki Crystal Products Showpiece  -  1.5 cm,1500,499,Reiki Crystal Products Showpiece  -  1.5 cm,1488,575
6064,3bc6da18eb44542d13ecf280d50fea13,Pantof Women Heels,1599,899,Pantof Women Heels,1582,1055
6065,d34915685af18b664f83583cae2235ba,AROVI Women Heels,899,449,AROVI Women Heels,882,546
6066,fed51c0160b7399f553cfb6982f0d946,Wise Pebble Stylish Alloy Anklet,799,383,Wise Pebble Stylish Alloy Anklet,792,442
6070,e921fc17a0ed9a58f76d38558deb9337,Reiki Crystal Products Showpiece  -  8 cm,500,111,Reiki Crystal Products Showpiece  -  8 cm,485,127
6072,9ac05a263d8d745be15a16fbc436d7d1,Hadwin Tortoise Showpiece  -  7 cm,699,349,Hadwin Tortoise Showpiece  -  7 cm,697,419
6073,bde9eabd2803e8614c253e70f9a20556,Akin Cotton Bath & Hand Towel Set,1399,699,Akin Cotton Bath & Hand Towel Set,1385,776
6074,3d19b8dc9a2f1eff9feaa876b3e6a98a,DeStudio Large Wall Stickers Sticker,899,349,DeStudio Large Wall Stickers Sticker,886,412
6075,2fc705e5b28df78436fd1570b6cb0820,DeStudio Large Wall Stickers Sticker,899,399,DeStudio Large Wall Stickers Sticker,897,479
6078,53e49d78176ca35cd74db4c0bbf0d100,"Capeshoppers Front, Rear LED Indicator Light for Royal Enfield Thunder Bird 500",999,539,"Capeshoppers Front, Rear LED Indicator Light for Royal Enfield Thunder Bird 500",996,602
6080,ee78c1e94bdc217d1d0eaef5c567417a,Budding Bees Printed Baby Girl's Jumpsuit,999,499,Budding Bees Printed Baby Girl's Jumpsuit,991,573
6081,fa8393fa724d47b46b33528697dacf0c,Hubberholme Solid Men's Dark Blue Track Pants,999,599,Hubberholme Solid Men's Dark Blue Track Pants,993,765
6082,48dccdf8ed9651c3566e63dc201b3e57,Men Style Alloy Bracelet,399,189,Men Style Alloy Bracelet,397,226
6083,f0bfaed86bd587866792d97d8f708bea,Shaun Boy's Pyjama,2399,801,Shaun Boy's Pyjama,2381,944
6086,37c148287d013f63dfcd0da99c5927d3,Saamarth Impex NA 5000 Impressions Plastic Stamp Pad,998,499,Saamarth Impex NA 5000 Impressions Plastic Stamp Pad,978,577
6087,1649d07504a59ff91cc7da3f36f34bc9,"Zrestha Women's Brown, Pink, Orange Leggings",1999,899,"Zrestha Women's Brown, Pink, Orange Leggings",1994,1049
6088,e91107a403615ebe095484d65fce4e30,H D ENTERPRISE 750 ml Cooking Oil Dispenser,899,549,H D ENTERPRISE 750 ml Cooking Oil Dispenser,884,628
6090,70e8f0300f58f09a647da573f04d924b,R-Lon Men's Brief,999,399,R-Lon Men's Brief,982,488
6091,cd17b75612cbb71345ba5b9e6ff02bf8,Magideal Men's Brief,1499,999,Magideal Men's Brief,1484,1142
6093,e7637b95ea9d946c48d3747d882774c0,Gking Hand Stiched Steering Cover For Maruti Ertiga,599,168,Gking Hand Stiched Steering Cover For Maruti Ertiga,597,215
6096,b7817760b28bc898ad5d38ce628a28c6,ISHWA Full Sleeve Graphic Print Men's Sweatshirt,1899,599,ISHWA Full Sleeve Graphic Print Men's Sweatshirt,1889,763
6097,f63b1a600559e76c411923f92ecf1ea7,"Threads & Pals Full Sleeve Printed, Solid Men's Sweatshirt",2398,648,"Threads & Pals Full Sleeve Printed, Solid Men's Sweatshirt",2386,799
6098,77ceedf9f24836717921daa9f9185603,Threads & Pals Full Sleeve Self Design Men's Sweatshirt,2998,702,Threads & Pals Full Sleeve Self Design Men's Sweatshirt,2995,820
6099,d2f134c5e00af3965e4b1372411a1ab0,Gking Hand Stiched Steering Cover For Renault Scala,599,168,Gking Hand Stiched Steering Cover For Renault Scala,594,195
6106,3d6a54d50d008aa9bc598a38e30adff4,xy decor Cotton Sofa Cover,1699,599,xy decor Cotton Sofa Cover,1683,671
6107,c6f4475e2385cc16ce83f21f975614b3,Rute Baby Girl's Sleepsuit,899,399,Rute Baby Girl's Sleepsuit,889,468
6108,24970e5acd19a56030e8a3bf1373c445,Favourite BikerZ 3514 RAD air filter Ionic Air Filters For Hero HF Dawn,999,499,Favourite BikerZ 3514 RAD air filter Ionic Air Filters For Hero HF Dawn,986,637
6110,90f1e80ba8fa9355cc4831a4fab97f32,G Fashion Printed Cotton Women's Harem Pants,827,413,G Fashion Printed Cotton Women's Harem Pants,814,529
6111,9bf091dfbe3ca2e2d758af80034fd03e,kits kart Pouch for Oppo 3000,908,454,kits kart Pouch for Oppo 3000,898,526
6112,41c459b3b531aa0b725155a97e429b85,kits kart Pouch for Intex Aqua i5 Mini,908,454,kits kart Pouch for Intex Aqua i5 Mini,891,539
6113,c1a255e04c7a8ee7da8af3ac10ce7850,kits kart Pouch for Videocon Infinium Z45 Nova+,908,454,kits kart Pouch for Videocon Infinium Z45 Nova+,903,550
6114,82de9bc87d6363a62cc8bd6afd539c27,kits kart Pouch for Intex Aqua Q4,908,454,kits kart Pouch for Intex Aqua Q4,902,520
6115,23796e1090af5cf64b6e5e65588c9498,kits kart Pouch for Microsoft Lumia 1320,908,454,kits kart Pouch for Microsoft Lumia 1320,893,580
6116,c350fe932ca39316cd0d0f602b98d0a1,kits kart Pouch for Lava Iris X1 Mini,908,454,kits kart Pouch for Lava Iris X1 Mini,893,519
6117,fefa5030201821ea214f98927876c558,kits kart Pouch for Samsung Galaxy Grand Prime G530,908,454,kits kart Pouch for Samsung Galaxy Grand Prime G530,905,546
6118,47b6945dd6667d7dff85240239b89f95,kits kart Pouch for Samsung Galaxy Grand Neo i9060,908,454,kits kart Pouch for Samsung Galaxy Grand Neo i9060,894,505
6119,329bfc353845d319b1ad7cd6c4ea482f,kits kart Pouch for OnePlus One,908,454,kits kart Pouch for OnePlus One,891,511
6121,134c4258ff3beb1993b21c1e220f3c89,kits kart Pouch for Samsung Z3,908,454,kits kart Pouch for Samsung Z3,901,534
6122,cf5239f0ad34789682a43e64582b65c1,kits kart Pouch for Sony Xperia Z1,908,454,kits kart Pouch for Sony Xperia Z1,892,508
6123,0440b6f721adde72b341d15fe8d2b865,kits kart Pouch for BLU Win HD LTE,908,454,kits kart Pouch for BLU Win HD LTE,901,560
6124,0ab3c0b9179a01ca8a34f00edf23688e,G Fashion Striped Cotton Women's Harem Pants,827,413,G Fashion Striped Cotton Women's Harem Pants,821,520
6125,5f40218ed83e7aa35c40da2fb4432272,kits kart Pouch for Karbonn Titanium S20,908,454,kits kart Pouch for Karbonn Titanium S20,893,533
6126,262f634c63df16037b1b7451a2cf20d0,kits kart Pouch for Intex Aqua Star HD,908,454,kits kart Pouch for Intex Aqua Star HD,907,519
6127,4f1cad1ad7802ad46b98561be24fc204,kits kart Pouch for Alcatel One Touch Hero,908,454,kits kart Pouch for Alcatel One Touch Hero,896,500
6129,06093aadda630a622c1abf9b80503fef,kits kart Pouch for Microsoft X Plus,908,454,kits kart Pouch for Microsoft X Plus,890,517
6130,64c95f85023548d98f0c27fc2c7fa9af,kits kart Pouch for Intex Aqua Style,908,454,kits kart Pouch for Intex Aqua Style,889,523
6131,47820ba8f0521cc628f2c19ed0f90936,kits kart Pouch for Micromax A77 Canvas Juice,908,454,kits kart Pouch for Micromax A77 Canvas Juice,904,576
6132,82bd00d2f0652d006dccceb1c885fc62,sovam Checkered Cushions Cover,1699,690,sovam Checkered Cushions Cover,1685,872
6135,62bb1fd4b14b29b3212f24ecc3480efa,saubhagyawatifashions Festive Printed Women's Kurti,1099,474,saubhagyawatifashions Festive Printed Women's Kurti,1098,579
6136,9e63a51ea157d9aa387ffd6c8967d1a7,KHUSHI HANDICRAFTS Tealight Candle,2000,900,KHUSHI HANDICRAFTS Tealight Candle,1997,1155
6137,de511f66b957c5c43603b39aa6051eb5,HealthMax Women's Shapewear,1999,699,HealthMax Women's Shapewear,1995,857
6141,0931863cfe3d6f0bdf9490b0df064293,"Fabiya Women's Sheath Blue, Red Dress",1698,849,"Fabiya Women's Sheath Blue, Red Dress",1693,937
6142,1208e6bd4fa6309740dab80b90b911e7,Affinity Jewellers Just like diamonds Cubic Zirconia Alloy Stud Earring,852,362,Affinity Jewellers Just like diamonds Cubic Zirconia Alloy Stud Earring,833,452
6143,b2090621ae0f87b1f1d5a221cb9b15a5,Imago Ims019 Capsicum Seed,699,199,Imago Ims019 Capsicum Seed,697,228
6144,6b9349118c8bfbac6b9312e3308f2ee5,GENERIC,500,250,GENERIC,487,313
6145,0dc8994a9bcaf42daa9e91081bcbe65d,Bio Kid Infant Pyjama Set Baby Boy's Printed Multicolor Top & Shorts Set,1497,748,Bio Kid Infant Pyjama Set Baby Boy's Printed Multicolor Top & Shorts Set,1478,925
6146,e08d0848056292f30b3baf223b034443,Little Stars Girl's A-line Multicolor Dress,1595,399,Little Stars Girl's A-line Multicolor Dress,1593,443
6147,ef9979756bed63f8769f27fe0a2f9242,Lexel High Quality Braided Metal Head Pure Copper Fast Charging 1.5 Meter Long for Iphone & Ipad Lightning Cable,999,339,Lexel High Quality Braided Metal Head Pure Copper Fast Charging 1.5 Meter Long for Iphone & Ipad Lightning Cable,996,408
6148,e9286a103f2d3dcc752c188a666825ea,Besto LED-B3PWGYR Smart Band Strap,1299,539,Besto LED-B3PWGYR Smart Band Strap,1283,655
6149,c666e51ec698f56a304d5fd9c1687229,AW High Speed Charge and Sync Usb for Iphone 6 Lightning Cable,499,271,AW High Speed Charge and Sync Usb for Iphone 6 Lightning Cable,480,328
6150,253a7f050335f81d9c3b653b463f605e,Lexel High Quality Braided Metal Head Pure Copper Fast Charging 1.5 Meter Long for All Smartphone like Samsung HTC etc USB Cable,999,339,Lexel High Quality Braided Metal Head Pure Copper Fast Charging 1.5 Meter Long for All Smartphone like Samsung HTC etc USB Cable,995,402
6151,60195bad5fab468d54f1273a3d400f56,SYL WALL CHARGER/TRAVEL CHARGER/FAST CHARGER/PORTABLE CHARGER FOR LETV 1S Battery Charger,999,399,SYL WALL CHARGER/TRAVEL CHARGER/FAST CHARGER/PORTABLE CHARGER FOR LETV 1S Battery Charger,997,450
6152,31100b8a80a913fbfab9f7c891e517de,Lexel High Quality Braided Metal Head Pure Copper Fast Charging 1.5 Meter Long for Iphone & Ipad Lightning Cable,999,339,Lexel High Quality Braided Metal Head Pure Copper Fast Charging 1.5 Meter Long for Iphone & Ipad Lightning Cable,987,376
6153,b8a106b15649ee9bf320b22637928e82,Generix Android Smart Phone OTG OTG Cable,499,207,Generix Android Smart Phone OTG OTG Cable,495,268
6154,d9e48315d93e49ea871bb76a14ed4df9,mobiworld4u blk4 Battery Charger,1400,330,mobiworld4u blk4 Battery Charger,1396,371
6155,1ed2415ea35fd4300f751d43ea82b8bd,AW High Power Usb for Iphone 6 Plus Lightning Cable,499,293,AW High Power Usb for Iphone 6 Plus Lightning Cable,489,365
6156,268e62d2ab00a036100ee9c29fd357ce,Generix OTG for Blackberry Priv OTG Cable,499,199,Generix OTG for Blackberry Priv OTG Cable,495,227
6157,03e236d543c63a869ae044a664b0eaf1,Generix OTG for Xiaomi Mi4 OTG Cable,499,199,Generix OTG for Xiaomi Mi4 OTG Cable,487,232
6158,bb7d2b997018b1558b8ae386171c21c4,AW High Power Usb for Iphone 4 Lightning Cable,499,297,AW High Power Usb for Iphone 4 Lightning Cable,497,351
6159,4eacaabf6b1a7f98dab5c6679b5498cb,Generix OTG for Honor 5X OTG Cable,499,199,Generix OTG for Honor 5X OTG Cable,496,248
6160,b23636010413fb61b39ec4c8c1fc7fc9,Generix OTG for Lenovo K3 OTG Cable,499,199,Generix OTG for Lenovo K3 OTG Cable,494,253
6161,8c6ebf0197d3480c81811b78c685428e,Generix OTG for Nexus 6P OTG Cable,499,199,Generix OTG for Nexus 6P OTG Cable,484,240
6162,4985c89966ccf1609a2c930c91d1e159,Generix pack of 5 Micro USB On-the-go For Mobile Phones & Tablets OTG Cable,2495,349,Generix pack of 5 Micro USB On-the-go For Mobile Phones & Tablets OTG Cable,2493,441
6163,8e2ddc626a7c10d2f5d142070507fd13,AW High Speed Charge and Sync Usb for Iphone 6 Plus Lightning Cable,499,275,AW High Speed Charge and Sync Usb for Iphone 6 Plus Lightning Cable,494,310
6164,201c0cd2a0f34b158dae09d08cb0e73c,Generix Pack of 2 Micro USB On-the-go For Mobile Phones & Tablets OTG Cable,998,275,Generix Pack of 2 Micro USB On-the-go For Mobile Phones & Tablets OTG Cable,983,331
6165,56d0c335e9013cacbda2736b44c5075c,Lexel High Quality Braided Metal Head Pure Copper Fast Charging 1.5 Meter Long for Iphone & Ipad Lightning Cable,999,339,Lexel High Quality Braided Metal Head Pure Copper Fast Charging 1.5 Meter Long for Iphone & Ipad Lightning Cable,995,392
6166,227410c1be4e957a9c80968d5665d3c2,Lexel High Quality Braided Metal Head Pure Copper Fast Charging 1.5 Meter Long for All Smartphone like Samsung HTC etc USB Cable,999,339,Lexel High Quality Braided Metal Head Pure Copper Fast Charging 1.5 Meter Long for All Smartphone like Samsung HTC etc USB Cable,990,411
6167,7e126ebbc0dd125ca54548b784ee7ef2,Generix OTG for Samsung Galaxy Tab 3 OTG Cable,499,199,Generix OTG for Samsung Galaxy Tab 3 OTG Cable,486,250
6168,79091ac30e529d4bd9cf38bd8cae92eb,Generix Micro USB OTG OTG Cable,499,218,Generix Micro USB OTG OTG Cable,494,266
6169,ef6df5f016ae015f394e52e4ff13b974,Generix OTG for Sony Xperia M5 OTG Cable,499,199,Generix OTG for Sony Xperia M5 OTG Cable,487,251
6170,993cd62c83f005d069ae040e01b0c1da,asa products set of 46 dora and flowers Art plastic Pencil Box,599,299,asa products set of 46 dora and flowers Art plastic Pencil Box,594,345
6171,d86808dfbd9285a1f628002d59e0b0cf,"Jazzup Solid Boy's Yellow, Red Track Pants",1449,899,"Jazzup Solid Boy's Yellow, Red Track Pants",1429,1101
6172,7e4b1e31b97a6536bd62c00fa982ac30,INDIANO Flip Flops,799,399,INDIANO Flip Flops,779,451
6173,093bf91a10010d31ba1c8e0e0b445d23,Aroma Care Black Nail Polish Combo 1706201621 144 ml,998,550,Aroma Care Black Nail Polish Combo 1706201621 144 ml,982,640
6175,14d2014eaed6953cf75871a34fa3b09c,"Silver Kartz Beach Sky Blue Wayfarer, Rectangular Sunglasses",999,269,"Silver Kartz Beach Sky Blue Wayfarer, Rectangular Sunglasses",997,302
6176,c732845469e92c0d07ce1ca3b403a87c,"AdroitZ 1 White & Red Two Wheeler Cover, 2 Beige Arm sleeves Combo",629,399,"AdroitZ 1 White & Red Two Wheeler Cover, 2 Beige Arm sleeves Combo",612,468
6177,292376927bba0361309abac65f9b388e,Cobb Women's Dark Blue Capri,1799,759,Cobb Women's Dark Blue Capri,1782,963
6179,f1a6da9664b96a37e18b718662584e5d,Style HD Men Sandals,699,399,Style HD Men Sandals,682,508
6180,cc24426f00c1cf9ae0bf76e8bd23c336,JBC Collection Cotton Printed Single Bedsheet,799,260,JBC Collection Cotton Printed Single Bedsheet,779,337
6183,5469a76067519708de800fb823cde3ce,"AdroitZ 1 Black & Orange Two Wheeler Cover, 2 Black Arm sleeves Combo",629,399,"AdroitZ 1 Black & Orange Two Wheeler Cover, 2 Black Arm sleeves Combo",627,487
6186,952d218344828ab24ceca4bc30721a8b,SANTOSH ROYAL FASHION Cotton Printed Double Bedsheet,2499,649,SANTOSH ROYAL FASHION Cotton Printed Double Bedsheet,2491,796
6187,daaf85fb481a1d44b8263382b4883673,"AdroitZ 1 White & Orange Two Wheeler Cover, 2 Beige Arm sleeves Combo",629,399,"AdroitZ 1 White & Orange Two Wheeler Cover, 2 Beige Arm sleeves Combo",627,470
6190,aab7fd017b6836461e68bf2651545b45,JBC Collection Cotton Printed Single Bedsheet,799,260,JBC Collection Cotton Printed Single Bedsheet,783,310
